Brand,Model,Price,Currency,Year,Engine Size,Horsepower,Fuel Type,Distance,Color,Body Type,ProdYear,Transmission,Drive Type,New,Seats,Owners,Condition,Market,City
Hyundai,Santa Fe,21700,AZN,2008,2.2 L,197,Dizel,245 000 km,Qara,"Offroader / SUV, 5 qapı",2008,Avtomat,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Mercedes,G 63 AMG,205700,USD,2019,4.0 L,585,Benzin,6 181 km,Qara,"Offroader / SUV, 5 qapı",2019,Avtomat,Tam,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Nissan,X-Trail,21500,AZN,2013,2.5 L,170,Benzin,233 000 km,Ağ,"Offroader / SUV, 5 qapı",2013,Avtomat,Ön,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Mercedes,E 220 d,43500,USD,2018,2.0 L,194,Dizel,92 000 km,Qara,Sedan,2018,Avtomat,Arxa,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Kia,Sorento,34900,AZN,2016,2.0 L,186,Dizel,168 456 km,Yaş Asfalt,"Offroader / SUV, 5 qapı",2016,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
Toyota,Camry,25300,USD,2019,2.5 L,202,Benzin,150 000 km,Qara,Sedan,2019,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənib",Rəsmi diler,Bakı
Toyota,Frontlander,38200,AZN,2025,2.0 L,196,Hibrid,0 km,Qara,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Kia,Cerato,38900,AZN,2023,1.6 L,130,Benzin,0 km,Mavi,Sedan,2023,Avtomat,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
LADA,(VAZ) 2115,9100,AZN,2011,1.6 L,80,Benzin,238 679 km,Qırmızı,Sedan,2011,Mexaniki,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənib",Rusiya,Tovuz
Opel,Astra,8600,AZN,2000,1.6 L,101,Benzin,326 350 km,Açıq yaşıl,"Hetçbek, 5 qapı",2000,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Chevrolet,Malibu,22000,AZN,2020,1.5 L,160,Benzin,75 000 km,Qara,Sedan,2020,Avtomat,Ön,Xeyr,5,2,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Hyundai,Sonata,24300,AZN,2016,1.6 L,177,Benzin,145 000 km,Qara,Sedan,2016,Robot,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Changan,Uni-Z,33500,AZN,2025,1.5 L,215,Plug-in Hibrid,385 km,Ağ,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Kia,Sorento,39900,USD,2023,1.6 L,230,Hibrid,14 000 km,Qara,"Offroader / SUV, 5 qapı",2023,Avtomat,Ön,Xeyr,7,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Kia,Optima,23500,AZN,2017,2.0 L,245,Benzin,218 227 km,Qara,Sedan,2017,Avtomat,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Changan,Qiyuan A05,25500,AZN,2025,1.5 L,215,Plug-in Hibrid,0 km,Ağ,Sedan,2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Kia,K3,29700,AZN,2023,1.6 L,204,Benzin,58 000 km,Ağ,Sedan,2023,Avtomat,Ön,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Mitsubishi,Outlander,35900,USD,2025,2.5 L,181,Benzin,0 km,Boz,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Hyundai,Avante,21700,AZN,2018,1.6 L,136,Dizel,129 100 km,Ağ,Sedan,2018,Robot,Ön,Xeyr,,,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
Toyota,Frontlander,38499,AZN,2025,2.0 L,194,Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Toyota,Camry,21900,AZN,2012,2.5 L,181,Benzin,184 000 km,Qara,Sedan,2012,Avtomat,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Lexus,GX 460,40500,USD,2013,4.6 L,296,Benzin,104 000 km,Ağ,"Offroader / SUV, 5 qapı",2013,Avtomat,Tam,Xeyr,7,2,"Vuruğu yoxdur, rənglənməyib",Dubay,Bakı
LADA,(VAZ) Niva,17000,AZN,2025,1.7 L,83,Benzin,0 km,Qara,"Offroader / SUV, 3 qapı",2025,Mexaniki,Tam,Bəli,5,1,"Vuruğu yoxdur, rənglənməyib",Rusiya,Bakı
Toyota,Frontlander,37700,AZN,2025,2.0 L,196,Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Dubay,Bakı
Honda,CBR 600,19500,AZN,2019,600 sm3 / 100 a.g. / Benzin,600 sm3 / 100 a.g. / Benzin,600 sm3 / 100 a.g. / Benzin,14 912 km,Qırmızı,Motosiklet,2019,Mexaniki,Arxa,Xeyr,,,"Vuruğu yoxdur, rənglənməyib",Yaponiya,Bakı
Hyundai,Avante,12300,AZN,2007,1.6 L,116,Dizel,244 000 km,Gümüşü,Sedan,2007,Avtomat,Ön,Xeyr,5,2,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
Skoda,Rapid,20500,AZN,2021,1.6 L,110,Benzin,114 500 km,Yaş Asfalt,Liftbek,2021,Avtomat,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
DAF,105 XF,41000,AZN,2012,13 L,460,Dizel,1 370 000 km,Ağ,Yük maşını,2012,Mexaniki,Arxa,Xeyr,2,0,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Toyota,Frontlander,38200,AZN,2025,2.0 L,196,Hibrid,0 km,Qara,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Kia,Cerato,38900,AZN,2023,1.6 L,130,Benzin,0 km,Mavi,Sedan,2023,Avtomat,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
LADA,(VAZ) 2115,9100,AZN,2011,1.6 L,80,Benzin,238 679 km,Qırmızı,Sedan,2011,Mexaniki,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənib",Rusiya,Tovuz
Opel,Astra,8600,AZN,2000,1.6 L,101,Benzin,326 350 km,Açıq yaşıl,"Hetçbek, 5 qapı",2000,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Chevrolet,Malibu,22000,AZN,2020,1.5 L,160,Benzin,75 000 km,Qara,Sedan,2020,Avtomat,Ön,Xeyr,5,2,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Hyundai,Sonata,24300,AZN,2016,1.6 L,177,Benzin,145 000 km,Qara,Sedan,2016,Robot,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Changan,Uni-Z,33500,AZN,2025,1.5 L,215,Plug-in Hibrid,385 km,Ağ,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Kia,Sorento,39900,USD,2023,1.6 L,230,Hibrid,14 000 km,Qara,"Offroader / SUV, 5 qapı",2023,Avtomat,Ön,Xeyr,7,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Kia,Optima,23500,AZN,2017,2.0 L,245,Benzin,218 227 km,Qara,Sedan,2017,Avtomat,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Changan,Qiyuan A05,25500,AZN,2025,1.5 L,215,Plug-in Hibrid,0 km,Ağ,Sedan,2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
LADA,(VAZ) Niva,22500,AZN,2025,1.7 L,83,Benzin,0 km,Ağ,"Offroader / SUV, 3 qapı",2025,Mexaniki,Tam,Bəli,,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Changan,Qiyuan Q07,43500,AZN,2025,1.5 L,215,Plug-in Hibrid,0 km,Qara,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
BYD,Destroyer 05,22800,AZN,2025,1.5 L,290,Plug-in Hibrid,0 km,Ağ,Sedan,2025,Variator,Ön,Bəli,,0,"Vuruğu yoxdur, rənglənməyib",,Bakı
Toyota,Land Cruiser,30500,USD,2011,4.0 L,276,Benzin,126 000 km,Qara,"Offroader / SUV, 5 qapı",2011,Avtomat,Tam,Xeyr,7,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Ssang,Yong Rexton,13500,AZN,2008,3.2 L,220,Benzin,340 000 km,Ağ,"Offroader / SUV, 5 qapı",2008,Avtomat,Tam,Xeyr,,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
BMW,530e,47555,USD,2022,2.0 L,292,Plug-in Hibrid,39 000 km,Göy,Sedan,2022,Avtomat,Arxa,Xeyr,,,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
Avatr,12,42000,USD,2024,578 a.g. / Elektro,578 a.g. / Elektro,578 a.g. / Elektro,0 km,Bənövşəyi,Liftbek,2024,Reduktor,Tam,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Ford,Transit,20000,AZN,2007,2.4 L,140,Dizel,305 000 km,Ağ,Furqon,2007,Mexaniki,Arxa,Xeyr,3,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Toyota,Prius,8900,AZN,2007,1.5 L,76,Hibrid,266 000 km,Qara,Liftbek,2007,Variator,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Toyota,Frontlander,23600,USD,2025,2.0 L,197,Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Mercedes,Axor 2533,66000,AZN,2011,7.0 L,330,Dizel,795 000 km,Ağ,Yük maşını,2011,Mexaniki,Arxa,Xeyr,,1,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Lexus,LX 570,65900,USD,2016,5.7 L,367,Benzin,257 000 km,Qara,"Offroader / SUV, 5 qapı",2016,Avtomat,Tam,Xeyr,,1,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Toyota,Frontlander,23300,USD,2025,2.0 L,197,Hibrid,0 km,Gümüşü,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Toyota,Corolla,16500,AZN,2008,1.8 L,136,Benzin,296 471 km,Ağ,Sedan,2008,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Tovuz
Toyota,Highlander,53500,USD,2024,2.5 L,249,Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2024,Variator,Tam,Bəli,7,0,"Vuruğu yoxdur, rənglənməyib",,Bakı
Mercedes-Maybach,EQS 680 4MATIC SUV,198664,EUR,2024,658 a.g. / Elektro,658 a.g. / Elektro,658 a.g. / Elektro,0 km,Qara,"Offroader / SUV, 5 qapı",2024,Reduktor,Tam,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
ROX,(Polar Stone) 01,56000,USD,2025,1.5 L,476,Plug-in Hibrid,0 km,Yaş Asfalt,"Offroader / SUV, 5 qapı",2025,Reduktor,Tam,Bəli,,,"Vuruğu yoxdur, rənglənməyib",,Bakı
GWM,Poer,50900,AZN,2024,2.0 L,164,Dizel,0 km,Boz,"Pikap, ikiqat kabin",2024,Avtomat,Tam,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Chevrolet,Aveo,7600,AZN,2006,1.4 L,101,Benzin,184 854 km,Mavi,Sedan,2006,Mexaniki,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Sumqayıt
Hyundai,Accent,16350,AZN,2016,1.6 L,140,Benzin,160 934 km,Bej,Sedan,2016,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Hyundai,Getz,8900,AZN,2006,1.4 L,97,Benzin,189 000 km,Mavi,"Hetçbek, 5 qapı",2006,Mexaniki,Ön,Xeyr,5,2,"Vuruğu yoxdur, rənglənməyib",Avropa,Sumqayıt
BMW,316,6800,AZN,2000,1.9 L,105,Benzin,430 000 km,Qara,Sedan,2000,Mexaniki,Arxa,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
BMW,750e xDrive,175000,USD,2023,4.4 L,536,Plug-in Hibrid,1 400 km,Qara,Sedan,2023,Avtomat,Tam,Xeyr,,,"Vuruğu yoxdur, rənglənməyib",,Bakı
BYD,Song L,58000,AZN,2024,517 a.g. / Elektro,517 a.g. / Elektro,517 a.g. / Elektro,7 000 km,Qara,"Offroader / SUV, 5 qapı",2024,Reduktor,Tam,Xeyr,4,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
LADA,(VAZ) 2107,6700,AZN,2007,1.6 L,75,Benzin,60 000 km,Tünd qırmızı,Sedan,2007,Mexaniki,Arxa,Xeyr,,,"Vuruğu yoxdur, rənglənib",Rusiya,Bakı
BMW,X5,69000,USD,2022,2.0 L,218,Dizel,49 000 km,Göy,"Offroader / SUV, 5 qapı",2022,Avtomat,Tam,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Avatr,12,42000,USD,2024,578 a.g. / Elektro,578 a.g. / Elektro,578 a.g. / Elektro,0 km,Bənövşəyi,Liftbek,2024,Reduktor,Tam,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Ford,Transit,20000,AZN,2007,2.4 L,140,Dizel,305 000 km,Ağ,Furqon,2007,Mexaniki,Arxa,Xeyr,3,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Toyota,Prius,8900,AZN,2007,1.5 L,76,Hibrid,266 000 km,Qara,Liftbek,2007,Variator,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Toyota,Frontlander,23600,USD,2025,2.0 L,197,Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Mercedes,Axor 2533,66000,AZN,2011,7.0 L,330,Dizel,795 000 km,Ağ,Yük maşını,2011,Mexaniki,Arxa,Xeyr,,1,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Lexus,LX 570,65900,USD,2016,5.7 L,367,Benzin,257 000 km,Qara,"Offroader / SUV, 5 qapı",2016,Avtomat,Tam,Xeyr,,1,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Toyota,Frontlander,23300,USD,2025,2.0 L,197,Hibrid,0 km,Gümüşü,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Toyota,Corolla,16500,AZN,2008,1.8 L,136,Benzin,296 471 km,Ağ,Sedan,2008,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Tovuz
LADA,(VAZ) Niva,23500,AZN,2024,1.7 L,83,Benzin,2 500 km,Qara,"Offroader / SUV, 3 qapı",2024,Mexaniki,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Toyota,Frontlander,23300,USD,2025,2.0 L,197,Hibrid,0 km,Qırmızı,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Lexus,LX 570,40000,USD,2012,5.7 L,383,Benzin,161 000 km,Ağ,"Offroader / SUV, 5 qapı",2012,Avtomat,Tam,Xeyr,7,1,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Toyota,Frontlander,23000,USD,2025,2.0 L,197,Hibrid,0 km,Qara,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,,,"Vuruğu yoxdur, rənglənməyib",,Bakı
LADA,(VAZ) 2107,6500,AZN,2005,1.6 L,75,Benzin,95 000 km,Ağ,Sedan,2005,Mexaniki,Arxa,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Rusiya,Cəlilabad
Hyundai,Santa Fe,46800,AZN,2022,1.6 L,230,Hibrid,57 000 km,Qara,"Offroader / SUV, 5 qapı",2022,Avtomat,Tam,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Mercedes,C 200,12500,AZN,1998,2.0 L,136,Benzin,426 616 km,Ağ,Sedan,1998,Avtomat,Arxa,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
BYD,F3,9000,AZN,2014,1.5 L,107,Benzin,357 000 km,Ağ,Sedan,2014,Mexaniki,Ön,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Hyundai,Santa Fe,17800,AZN,2006,2.2 L,175,Dizel,314 000 km,Boz,"Offroader / SUV, 5 qapı",2006,Avtomat,Ön,Xeyr,5,3,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Changan,Qiyuan Q05,31000,AZN,2025,1.5 L,215,Plug-in Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
BMW,730,35500,AZN,2012,3.0 L,258,Benzin,210 000 km,Ağ,Sedan,2012,Avtomat,Arxa,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Ford,Transit,18800,AZN,2006,2.4 L,140,Dizel,190 500 km,Gümüşü,Furqon,2006,Mexaniki,Arxa,Xeyr,3,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Mercedes,E 250,33800,USD,2018,2.5 L,204,Benzin,67 900 km,Qara,Sedan,2018,Avtomat,Arxa,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Tofas,Sahin,5500,AZN,2006,1.6 L,92,Benzin,75 680 km,Ağ,Sedan,2006,Mexaniki,Arxa,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Honda,Civic,17500,AZN,2012,1.8 L,142,Benzin,184 000 km,Ağ,Sedan,2012,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Kia,Rio,14500,AZN,2014,1.6 L,123,Benzin,192 000 km,Ağ,Sedan,2014,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Hyundai,Sonata,25400,AZN,2017,2.0 L,156,Hibrid,167 000 km,Qara,Sedan,2017,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Digər,Ağdaş
Suzuki,GSX-S1000GT,32200,AZN,2024,1000 sm3 / 150 a.g. / Benzin,1000 sm3 / 150 a.g. / Benzin,1000 sm3 / 150 a.g. / Benzin,0 km,Qırmızı,Motosiklet,2024,Mexaniki,Arxa,Bəli,2,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Chevrolet,Cobalt,23000,AZN,2025,1.5 L,106,Benzin,0 km,Ağ,Sedan,2025,Avtomat,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Mazda,CX-5,32500,USD,2024,2.0 L,150,Benzin,0 km,Qırmızı,"Offroader / SUV, 5 qapı",2024,Avtomat,Ön,Bəli,,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Mercedes,GL 450 4MATIC,23900,AZN,2008,4.7 L,340,Benzin,245 000 km,Qara,"Offroader / SUV, 5 qapı",2008,Avtomat,Tam,Xeyr,7,0,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Changan,CS 55 Plus,31500,AZN,2025,1.5 L,313,Plug-in Hibrid,0 km,Gümüşü,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Lexus,LS 460,19500,USD,2013,4.6 L,386,Benzin,138 000 km,Ağ,Sedan,2013,Avtomat,Arxa,Xeyr,4,2,"Vuruğu yoxdur, rənglənməyib",Dubay,Bakı
Mercedes,C 220,8800,AZN,1996,2.2 L,150,Benzin,300 000 km,Gümüşü,Sedan,1996,Avtomat,Arxa,Xeyr,,0,"Vuruğu yoxdur, rənglənməyib",Yaponiya,Bakı
Lexus,GX 460,40500,USD,2013,4.6 L,296,Benzin,104 000 km,Ağ,"Offroader / SUV, 5 qapı",2013,Avtomat,Tam,Xeyr,7,2,"Vuruğu yoxdur, rənglənməyib",Dubay,Bakı
BMW,X5,55000,USD,2019,3.0 L,340,Benzin,123 000 km,Göy,"Offroader / SUV, 5 qapı",2019,Avtomat,Tam,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Renault,Samsung SM5,15800,AZN,2015,1.5 L,110,Dizel,240 000 km,Boz,Sedan,2015,Robot,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
Tesla,Model Y,29000,USD,2023,450 a.g. / Elektro,450 a.g. / Elektro,450 a.g. / Elektro,24 000 km,Qara,"Offroader / SUV, 5 qapı",2023,Reduktor,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Changan,Qiyuan Q05,31000,AZN,2025,1.5 L,215,Plug-in Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
BMW,730,35500,AZN,2012,3.0 L,258,Benzin,210 000 km,Ağ,Sedan,2012,Avtomat,Arxa,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Ford,Transit,18800,AZN,2006,2.4 L,140,Dizel,190 500 km,Gümüşü,Furqon,2006,Mexaniki,Arxa,Xeyr,3,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Mercedes,E 250,33800,USD,2018,2.5 L,204,Benzin,67 900 km,Qara,Sedan,2018,Avtomat,Arxa,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Tofas,Sahin,5500,AZN,2006,1.6 L,92,Benzin,75 680 km,Ağ,Sedan,2006,Mexaniki,Arxa,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Honda,Civic,17500,AZN,2012,1.8 L,142,Benzin,184 000 km,Ağ,Sedan,2012,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Kia,Rio,14500,AZN,2014,1.6 L,123,Benzin,192 000 km,Ağ,Sedan,2014,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Hyundai,Accent,27680,AZN,2016,1.6 L,128,Dizel,212 150 km,Boz,"Hetçbek, 5 qapı",2016,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
Hyundai,Santa Fe,24700,AZN,2011,2.0 L,184,Dizel,122 000 km,Gümüşü,"Offroader / SUV, 5 qapı",2011,Avtomat,Ön,Xeyr,7,0,"Vuruğu yoxdur, rənglənməyib",Koreya,Xaçmaz
Lexus,RX 350h,70500,USD,2024,2.5 L,246,Hibrid,3 000 km,Göy,"Offroader / SUV, 5 qapı",2024,Variator,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Toyota,Aqua,18300,AZN,2018,1.5 L,74,Hibrid,65 000 km,Ağ,"Hetçbek, 5 qapı",2018,Variator,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Yaponiya,Bakı
Chevrolet,Cruze,18836,AZN,2016,1.4 L,153,Benzin,145 000 km,Qara,Sedan,2016,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənib",Amerika,Bakı
Hyundai,Sonata,59900,AZN,2024,2.5 L,194,Benzin,0 km,Boz,Sedan,2024,Avtomat,Ön,Bəli,,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Lexus,LS 600h,29000,USD,2013,5.0 L,394,Hibrid,197 000 km,Qara,Sedan,2013,Variator,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Hyundai,Sonata,53900,AZN,2024,2.5 L,194,Benzin,0 km,Yaş Asfalt,Sedan,2024,Avtomat,Ön,Bəli,,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Hyundai,Custin,59900,AZN,2024,1.5 L,170,Benzin,0 km,Qəhvəyi,Minivan,2024,Avtomat,Ön,Bəli,7,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Toyota,Prius,12900,AZN,2008,1.5 L,76,Hibrid,350 837 km,Gümüşü,Liftbek,2008,Variator,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Land,Rover RR Sport,30800,USD,2014,3.0 L,340,Benzin,162 000 km,Ağ,"Offroader / SUV, 5 qapı",2014,Avtomat,Tam,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Mercedes,C 220 d,10400,AZN,2000,2.2 L,125,Dizel,482 032 km,Gümüşü,"Universal, 5 qapı",2000,Avtomat,Arxa,Xeyr,,0,"Vuruğu yoxdur, rənglənməyib",,Ağstafa
Toyota,Corolla Cross,32500,USD,2025,2.0 L,199,Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,0,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Lənkəran
Hyundai,Elantra,32200,AZN,2025,1.5 L,115,Benzin,0 km,Ağ,Sedan,2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Toyota,Corolla Cross,32500,USD,2025,2.0 L,199,Hibrid,0 km,Yaş Asfalt,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Lənkəran
Hyundai,Custin,54900,AZN,2024,1.5 L,170,Benzin,0 km,Ağ,Minivan,2024,Avtomat,Ön,Bəli,7,,"Vuruğu yoxdur, rənglənməyib",,Bakı
GAZ,3302-744,31000,AZN,2025,2.7 L,106,Benzin,0 km,Gümüşü,Yük maşını,2025,Mexaniki,Arxa,Bəli,,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Toyota,Frontlander,37900,AZN,2025,2.0 L,197,Hibrid,0 km,Qara,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Changan,Uni-V iDD,19500,USD,2025,1.5 L,325,Plug-in Hibrid,0 km,Ağ,Sedan,2025,Variator,Ön,Bəli,,0,"Vuruğu yoxdur, rənglənməyib",,Bakı
